aar;mnd;lengde;bredde;redskap;starttid;stopptid;taueT;bunndyp;opening;dist;tilstand;kvalitet;delnr;akode;art;latin;maal_fangst;fangstKvant;fangstAnt;maal_lprov;lengdemaal;lengdeProveKv;lengdeProveAnt;interv;kjonn;Min;Max;L000_009;L010_014;L015_019;L020_024;L025_029;L030_034;L035_039;L040_044;L045_049;L050_054;L055_059;L060_064;L065_069;L070_074;L075_079;L080_084;L085_089;L090_094;L095_099;L100_104;L105_109;L110_114;L115_119;L120_124;L125_129;L130_134;L135_139;L140_144;L145_149;L150_154;L155_159;L160_164;L165_169;L170_174;L175_179;L180_184;L185_189;L190_194;L195_199;L200_999;L1000_9999;Sum
1996;2;38.103;70.1;3271;43;113;0.5;190;39;1.5;1;1;1;2;GAPEFLYNDRE ;HIPPOGLOSSOIDES PLATESSOIDES;1;33.483;160;1;E;10.045;48;3; ;8;42;2;2;2;19;9;7;5;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;48
1996;2;38.103;70.1;3271;43;113;0.5;190;39;1.5;1;1;1;2;HYSE        ;MELANOGRAMMUS AEGLEFINUS;1;2.39;80;1;E;1.195;40;3; ;13;19;;9;31;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;40
1996;2;38.103;70.1;3271;43;113;0.5;190;39;1.5;1;1;2;2;HYSE        ;MELANOGRAMMUS AEGLEFINUS;1;209.88;416;1;E;104.94;208;3; ;19;55;;;1;60;33;3;28;53;26;3;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;208
1996;2;38.103;70.1;3271;43;113;0.5;190;39;1.5;1;1;1;2;LODDE       ;MALLOTUS VILLOSUS;1;0.505;28;1;E;0.505;28;2; ;12.5;18;;12;16;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;28
1996;2;38.103;70.1;3271;43;113;0.5;190;39;1.5;1;1;1;2;POLARTORSK  ;BOREOGADUS SAIDA;1;0.01;1;1;E;0.01;1;2; ;12;12;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
1996;2;38.103;70.1;3271;43;113;0.5;190;39;1.5;1;1;1;2;ROGNKJEKS   ;CYCLOPTERUS LUMPUS;1;7.4;2;1;E;7.4;2;3; ;37;40;;;;;;;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2
1996;2;38.103;70.1;3271;43;113;0.5;190;39;1.5;1;1;1;2;RØDSPETTE   ;PLEURONECTES PLATESSA;1;30.6;22;1;E;30.6;22;3; ;37;61;;;;;;;5;7;5;3;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;22
1996;2;38.103;70.1;3271;43;113;0.5;190;39;1.5;1;1;1;2;SILD'G03    ;CLUPEA HARENGUS HARENGUS;1;0.575;39;1;E;0.575;39;2; ;8;19;6;23;10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;39
1996;2;38.103;70.1;3271;43;113;0.5;190;39;1.5;1;1;1;2;SNABELUER   ;SEBASTES MENTELLA;1;0.19;7;1;E;0.19;7;3; ;8;18;2;3;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7
1996;2;38.103;70.1;3271;43;113;0.5;190;39;1.5;1;1;1;2;TORSK       ;GADUS MORHUA;1;17.95;1351;1;E;0.89;67;3; ;10;14;;67;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;67
1996;2;38.103;70.1;3271;43;113;0.5;190;39;1.5;1;1;1;2;DYPVANNSREKE;PANDALUS BOREALIS;1;3.3;-1;-1; ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1996;2;38.103;70.1;3271;43;113;0.5;190;39;1.5;1;1;1;2;KLOSKATE    ;AMBLYRAJA RADIATA;1;2.02;8;-1; ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1996;2;38.103;70.1;3271;43;113;0.5;190;39;1.5;1;1;1;2;NORDLIG RING;CAREPROCTUS REINHARDTI;1;0.005;1;-1; ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1996;2;38.103;70.1;3271;43;113;0.5;190;39;1.5;1;1;1;2;ÅLEKVABBEFAM;ZOARCIDAE;1;0.085;2;-1; ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1996;2;38.103;70.1;3271;43;113;0.5;190;39;1.5;1;1;2;2;TORSK       ;GADUS MORHUA;1;24.64;50;1;E;24.64;50;3; ;17;92;;;4;13;8;7;4;8;3;2;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;50
1996;2;38.12;70.27;3270;412;442;0.5;200;39;1.5;1;1;2;2;BLÅKVEITE   ;REINHARDTIUS HIPPOGLOSSOIDES;1;0.895;1;1;E;0.895;1;3;2;47;47;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
1996;2;38.12;70.27;3270;412;442;0.5;200;39;1.5;1;1;1;2;FLEKKSTEINBI;ANARHICHAS MINOR;1;16.8;1;1;E;16.8;1;3; ;108;108;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;1
1996;2;38.12;70.27;3270;412;442;0.5;200;39;1.5;1;1;1;2;GAPEFLYNDRE ;HIPPOGLOSSOIDES PLATESSOIDES;1;26.26;170;1;E;10.32;67;3; ;7;41;4;3;5;35;9;4;5;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;67
1996;2;38.12;70.27;3270;412;442;0.5;200;39;1.5;1;1;1;2;HYSE        ;MELANOGRAMMUS AEGLEFINUS;1;12.42;24;1;E;12.42;24;3; ;16;53;;;1;2;5;;5;6;4;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;24
1996;2;38.12;70.27;3270;412;442;0.5;200;39;1.5;1;1;1;2;LODDE       ;MALLOTUS VILLOSUS;1;2.42;125;1;E;1.16;60;2; ;13;18;;11;49;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;60
1996;2;38.12;70.27;3270;412;442;0.5;200;39;1.5;1;1;1;2;POLARTORSK  ;BOREOGADUS SAIDA;1;0.008;1;1;E;0.008;1;2; ;13.5;13.5;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
1996;2;38.12;70.27;3270;412;442;0.5;200;39;1.5;1;1;1;2;ROGNKJEKS   ;CYCLOPTERUS LUMPUS;1;3.7;1;1;E;3.7;1;3; ;40;40;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
1996;2;38.12;70.27;3270;412;442;0.5;200;39;1.5;1;1;1;2;RØDSPETTE   ;PLEURONECTES PLATESSA;1;1.02;1;1;E;1.02;1;3; ;44;44;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
1996;2;38.12;70.27;3270;412;442;0.5;200;39;1.5;1;1;1;2;SNABELUER   ;SEBASTES MENTELLA;1;0.095;2;1;E;0.095;2;3; ;16;16;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2
1996;2;38.12;70.27;3270;412;442;0.5;200;39;1.5;1;1;1;2;TORSK       ;GADUS MORHUA;1;41.96;80;1;E;41.96;80;3; ;13;67;;1;1;14;18;12;11;8;4;1;4;5;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;80
1996;2;38.12;70.27;3270;412;442;0.5;200;39;1.5;1;1;1;2;DYPVANNSREKE;PANDALUS BOREALIS;1;5.9;-1;-1; ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
