aar;mnd;lengde;bredde;redskap;starttid;stopptid;taueT;bunndyp;opening;dist;tilstand;kvalitet;delnr;akode;art;latin;maal_fangst;fangstKvant;fangstAnt;maal_lprov;lengdemaal;lengdeProveKv;lengdeProveAnt;interv;kjonn;Min;Max;L000_009;L010_014;L015_019;L020_024;L025_029;L030_034;L035_039;L040_044;L045_049;L050_054;L055_059;L060_064;L065_069;L070_074;L075_079;L080_084;L085_089;L090_094;L095_099;L100_104;L105_109;L110_114;L115_119;L120_124;L125_129;L130_134;L135_139;L140_144;L145_149;L150_154;L155_159;L160_164;L165_169;L170_174;L175_179;L180_184;L185_189;L190_194;L195_199;L200_999;L1000_9999;Sum
2016;1;4.197;59.897;3271;549;604;0.25;282;46;0.7;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2016;1;4.19;59.908;3271;631;646;0.25;282;46;0.7;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2016;1;4.19;59.908;3271;724;754;0.5;282;49;1.5;1;1;1;2;FIRETRÅDET T;ENCHELYOPUS CIMBRIUS;1;0.2;2;1;E;0.2;2;2; ;26.5;28;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2
2016;1;4.19;59.908;3271;724;754;0.5;282;49;1.5;1;1;1;2;HAVMUS      ;CHIMAERA MONSTROSA;1;3.67;5;1;H;3.67;5;2; ;37;48;;;;;;;2;;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5
2016;1;4.19;59.908;3271;724;754;0.5;282;49;1.5;1;1;1;2;HÅGJEL      ;GALEUS MELASTOMUS;1;1.75;2;1;E;1.75;2;3; ;58;64;;;;;;;;;;;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2
2016;1;4.19;59.908;3271;724;754;0.5;282;49;1.5;1;1;1;2;KOLMULE     ;MICROMESISTIUS POUTASSOU;1;0.355;7;1;E;0.355;7;2; ;17.5;23;;;3;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7
2016;1;4.19;59.908;3271;724;754;0.5;282;49;1.5;1;1;1;2;LAKSESILD   ;MAUROLICUS MUELLERI;1;0.005;6;1;J;0.005;6;2; ;3;5;6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6
2016;1;4.19;59.908;3271;724;754;0.5;282;49;1.5;1;1;1;2;LYSING      ;MERLUCCIUS MERLUCCIUS;1;6.16;2;1;E;6.16;2;3; ;60;86;;;;;;;;;;;;1;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;2
2016;1;4.19;59.908;3271;724;754;0.5;282;49;1.5;1;1;1;2;SEI         ;POLLACHIUS VIRENS;1;5.765;3;1;E;5.765;3;3; ;50;65;;;;;;;;;;2;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3
2016;1;4.19;59.908;3271;724;754;0.5;282;49;1.5;1;1;1;2;SILD        ;CLUPEA HARENGUS;1;0.165;1;1;E;0.165;1;2; ;30.5;30.5;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
2016;1;4.19;59.908;3271;724;754;0.5;282;49;1.5;1;1;1;2;SLIMÅL      ;MYXINE GLUTINOSA;1;0.045;3;1;E;0.045;3;2; ;19;25;;;1;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3
2016;1;4.19;59.908;3271;724;754;0.5;282;49;1.5;1;1;1;2;SMØRFLYNDRE ;GLYPTOCEPHALUS CYNOGLOSSUS;1;0.155;1;1;E;0.155;1;2; ;31.5;31.5;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
2016;1;4.19;59.908;3271;724;754;0.5;282;49;1.5;1;1;1;2;SVARTHÅ     ;ETMOPTERUS SPINAX;1;1.855;13;1;E;1.855;13;2;2;24;46;;;;2;2;6;2;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;13
2016;1;4.19;59.908;3271;724;754;0.5;282;49;1.5;1;1;1;2;VASSILD     ;ARGENTINA SILUS;1;0.035;1;1;E;0.035;1;2; ;17.5;17.5;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
2016;1;4.19;59.908;3271;724;754;0.5;282;49;1.5;1;1;1;8;107643;            ;1;0.016;2;-1; ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2016;1;4.19;59.908;3271;724;754;0.5;282;49;1.5;1;1;1;2;DYPVANNSREKE;PANDALUS BOREALIS;1;0.007;2;-1; ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2016;1;4.19;59.908;3271;724;754;0.5;282;49;1.5;1;1;1;2;GLASSREKER  ;PASIPHAEA;1;0.005;3;-1; ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2016;1;4.19;59.908;3271;724;754;0.5;282;49;1.5;1;1;1;2;KRILL       ;EUPHAUSIACEA;1;0.005;-1;-1; ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2016;1;4.19;59.908;3271;724;754;0.5;282;49;1.5;1;1;1;2;ØYEPÅL      ;TRISOPTERUS ESMARKII;1;1.08;57;1;E;0.565;30;2; ;9;17.5;1;21;8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;30
2016;1;4.317;59.783;3271;930;1000;0.5;281;49;1.3;1;1;1;2;DYPVANNSREKE;PANDALUS BOREALIS;1;0.009;6;1;C;0.009;6;7;7;0.76;1.79;6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6
2016;1;4.317;59.783;3271;930;1000;0.5;281;49;1.3;1;1;1;2;GAPEFLYNDRE ;HIPPOGLOSSOIDES PLATESSOIDES;1;0.245;3;1;E;0.245;3;2; ;13;29.5;;2;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3
2016;1;4.317;59.783;3271;930;1000;0.5;281;49;1.3;1;1;1;2;HAVMUS      ;CHIMAERA MONSTROSA;1;1.53;1;1;H;1.53;1;3; ;55;55;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
2016;1;4.317;59.783;3271;930;1000;0.5;281;49;1.3;1;1;1;2;HAVÅLEBROSME;LYCENCHELYS MURAENA;1;0.001;1;1;E;0.001;1;2; ;9;9;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
2016;1;4.317;59.783;3271;930;1000;0.5;281;49;1.3;1;1;1;2;HÅGJEL      ;GALEUS MELASTOMUS;1;1.3;1;1;E;1.3;1;3; ;74;74;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
2016;1;4.317;59.783;3271;930;1000;0.5;281;49;1.3;1;1;1;2;KOLMULE     ;MICROMESISTIUS POUTASSOU;1;0.03;1;1;E;0.03;1;2; ;19;19;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
