aar;mnd;lengde;bredde;redskap;starttid;stopptid;taueT;bunndyp;opening;dist;tilstand;kvalitet;delnr;akode;art;latin;maal_fangst;fangstKvant;fangstAnt;maal_lprov;lengdemaal;lengdeProveKv;lengdeProveAnt;interv;kjonn;Min;Max;L000_009;L010_014;L015_019;L020_024;L025_029;L030_034;L035_039;L040_044;L045_049;L050_054;L055_059;L060_064;L065_069;L070_074;L075_079;L080_084;L085_089;L090_094;L095_099;L100_104;L105_109;L110_114;L115_119;L120_124;L125_129;L130_134;L135_139;L140_144;L145_149;L150_154;L155_159;L160_164;L165_169;L170_174;L175_179;L180_184;L185_189;L190_194;L195_199;L200_999;L1000_9999;Sum
1991;2;33.333;70;3236;2243;2313;0.5;140;45;1.5;1;1;1;2;GAPEFLYNDRE ;HIPPOGLOSSOIDES PLATESSOIDES;1;2.3;29;1;E;2.3;29;3; ;7;33;1;6;7;10;4;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;29
1991;2;33.333;70;3236;2243;2313;0.5;140;45;1.5;1;1;1;2;HYSE        ;MELANOGRAMMUS AEGLEFINUS;1;26.4;884;1;E;3.315;111;3; ;11;19;;36;75;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;111
1991;2;33.333;70;3236;2243;2313;0.5;140;45;1.5;1;1;2;2;HYSE        ;MELANOGRAMMUS AEGLEFINUS;1;19.3;42;1;E;19.3;42;3; ;20;63;;;;18;11;7;3;2;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;42
1991;2;33.333;70;3236;2243;2313;0.5;140;45;1.5;1;1;1;2;LODDE       ;MALLOTUS VILLOSUS;1;0.135;6;1;E;0.135;6;3; ;15;16;;;6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6
1991;2;33.333;70;3236;2243;2313;0.5;140;45;1.5;1;1;1;2;RØDSPETTE   ;PLEURONECTES PLATESSA;1;0.42;1;1;E;0.42;1;3; ;36;36;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
1991;2;33.333;70;3236;2243;2313;0.5;140;45;1.5;1;1;1;2;SEI         ;POLLACHIUS VIRENS;1;0.31;1;1;E;0.31;1;3; ;32;32;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
1991;2;33.333;70;3236;2243;2313;0.5;140;45;1.5;1;1;1;2;SILD        ;CLUPEA HARENGUS;1;0.35;8;1;E;0.35;8;3; ;12;24;;3;2;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;8
1991;2;33.333;70;3236;2243;2313;0.5;140;45;1.5;1;1;1;2;TORSK       ;GADUS MORHUA;1;18.78;23;1;E;18.78;23;3; ;19;81;;;1;2;5;4;1;1;5;2;;1;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;23
1991;2;33.333;70;3236;2243;2313;0.5;140;45;1.5;1;1;2;2;TORSK       ;GADUS MORHUA;1;0.16;15;1;E;0.16;15;3; ;8;13;1;14;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;15
1991;2;33.333;70;3236;2243;2313;0.5;140;45;1.5;1;1;1;2;UERSLEKTEN  ;SEBASTES;1;0.1;29;1;E;0.1;29;3; ;5;7;29;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;29
