aar;mnd;lengde;bredde;redskap;starttid;stopptid;taueT;bunndyp;opening;dist;tilstand;kvalitet;delnr;akode;art;latin;maal_fangst;fangstKvant;fangstAnt;maal_lprov;lengdemaal;lengdeProveKv;lengdeProveAnt;interv;kjonn;Min;Max;L000_009;L010_014;L015_019;L020_024;L025_029;L030_034;L035_039;L040_044;L045_049;L050_054;L055_059;L060_064;L065_069;L070_074;L075_079;L080_084;L085_089;L090_094;L095_099;L100_104;L105_109;L110_114;L115_119;L120_124;L125_129;L130_134;L135_139;L140_144;L145_149;L150_154;L155_159;L160_164;L165_169;L170_174;L175_179;L180_184;L185_189;L190_194;L195_199;L200_999;L1000_9999;Sum
2000;1;21.233;70.583;3271;0;30;0.5;329;38;1.5;1;1;1;2;GAPEFLYNDRE ;HIPPOGLOSSOIDES PLATESSOIDES;1;3.7;15;1;E;3.7;15;3; ;11;43;;1;;6;2;2;2;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;15
2000;1;21.233;70.583;3271;0;30;0.5;329;38;1.5;1;1;1;2;HYSE        ;MELANOGRAMMUS AEGLEFINUS;1;23.64;59;1;E;23.64;59;3; ;20;70;;;;33;5;4;5;2;7;1;;1;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;59
2000;1;21.233;70.583;3271;0;30;0.5;329;38;1.5;1;1;2;2;HYSE        ;MELANOGRAMMUS AEGLEFINUS;1;7.88;261;1;E;2.715;90;3; ;13;19;;8;82;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;90
2000;1;21.233;70.583;3271;0;30;0.5;329;38;1.5;1;1;1;2;KOLMULE     ;MICROMESISTIUS POUTASSOU;1;18.684;858;1;E;0.915;42;2; ;14.5;18;;1;41;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;42
2000;1;21.233;70.583;3271;0;30;0.5;329;38;1.5;1;1;1;2;LUSUER      ;SEBASTES VIVIPARUS;1;5.625;21;1;E;5.625;21;3; ;19;34;;;1;7;10;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;21
2000;1;21.233;70.583;3271;0;30;0.5;329;38;1.5;1;1;1;2;SILD'G03    ;CLUPEA HARENGUS HARENGUS;1;0.015;2;1;E;0.015;2;2; ;11;12;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2
2000;1;21.233;70.583;3271;0;30;0.5;329;38;1.5;1;1;1;2;SMØRFLYNDRE ;GLYPTOCEPHALUS CYNOGLOSSUS;1;0.575;1;1;E;0.575;1;3; ;42;42;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
2000;1;21.233;70.583;3271;0;30;0.5;329;38;1.5;1;1;1;2;SNABELUER   ;SEBASTES MENTELLA;1;1.215;2;1;E;1.215;2;3; ;36;39;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2
2000;1;21.233;70.583;3271;0;30;0.5;329;38;1.5;1;1;1;2;TORSK       ;GADUS MORHUA;1;95.82;31;1;E;95.82;31;3; ;44;86;;;;;;;;1;1;4;8;3;10;;1;2;1;;;;;;;;;;;;;;;;;;;;;;;;;31
2000;1;21.233;70.583;3271;0;30;0.5;329;38;1.5;1;1;2;2;TORSK       ;GADUS MORHUA;1;0.023;1;1;E;0.023;1;3; ;15;15;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
2000;1;21.233;70.583;3271;0;30;0.5;329;38;1.5;1;1;1;2;FIRETRÅDET T;ENCHELYOPUS CIMBRIUS;1;0.046;1;-1; ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2000;1;21.233;70.583;3271;0;30;0.5;329;38;1.5;1;1;1;2;HAVMUS      ;CHIMAERA MONSTROSA;1;18;-1;-1; ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2000;1;21.233;70.583;3271;0;30;0.5;329;38;1.5;1;1;1;2;KLOSKATE    ;AMBLYRAJA RADIATA;1;0.635;1;-1; ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2000;1;21.233;70.583;3271;0;30;0.5;329;38;1.5;1;1;1;2;LAKSESILD   ;MAUROLICUS MUELLERI;1;0.002;1;-1; ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2000;1;21.233;70.583;3271;0;30;0.5;329;38;1.5;1;1;1;2;PANSERREKER ;SCLEROCRANGON;1;0.041;36;-1; ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2000;1;21.233;70.583;3271;0;30;0.5;329;38;1.5;1;1;1;3;PASIPHAEIDAE;PASIPHAEIDAE;1;0.952;-1;-1; ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2000;1;21.233;70.583;3271;0;30;0.5;329;38;1.5;1;1;1;2;REKER       ;DENDROBRANCHIATA;1;11.402;-1;-1; ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2000;1;21.233;70.583;3271;0;30;0.5;329;38;1.5;1;1;1;2;SJØPØLSER   ;HOLOTHUROIDEA;1;12.636;-1;-1; ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2000;1;21.233;70.583;3271;0;30;0.5;329;38;1.5;1;1;1;2;SPISSKATE   ;DIPTURUS OXYRINCHUS;1;1.44;2;-1; ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2000;1;21.233;70.583;3271;0;30;0.5;329;38;1.5;1;1;1;2;STRØMSILD   ;ARGENTINA SPHYRAENA;1;0.592;30;-1; ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2000;1;21.233;70.583;3271;0;30;0.5;329;38;1.5;1;1;1;2;TROLLKRABBE ;LITHODES MAJA;1;0.31;1;-1; ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2000;1;21.233;70.583;3271;0;30;0.5;329;38;1.5;1;1;1;2;ØYEPÅL      ;TRISOPTERUS ESMARKII;1;0.026;5;-1; ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2000;1;21.233;70.583;3271;0;30;0.5;329;38;1.5;1;1;1;2;VANLIG UER  ;SEBASTES NORVEGICUS;1;1.665;3;1;E;1.665;3;3; ;25;45;;;;;2;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3
2000;1;21.862;70.967;3271;355;425;0.5;280;37;1.5;1;1;1;2;BROSME      ;BROSME BROSME;1;2.455;4;1;E;2.455;4;3; ;32;48;;;;;;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4
2000;1;21.862;70.967;3271;355;425;0.5;280;37;1.5;1;1;1;2;GAPEFLYNDRE ;HIPPOGLOSSOIDES PLATESSOIDES;1;2.18;30;1;E;2.18;30;3; ;8;32;1;12;8;2;5;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;30
2000;1;21.862;70.967;3271;355;425;0.5;280;37;1.5;1;1;1;2;HYSE        ;MELANOGRAMMUS AEGLEFINUS;1;7.88;58;1;E;7.88;58;3; ;13;60;;2;37;13;2;;1;1;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;58
2000;1;21.862;70.967;3271;355;425;0.5;280;37;1.5;1;1;1;2;KOLMULE     ;MICROMESISTIUS POUTASSOU;1;13.56;659;1;E;0.885;43;2; ;15;21.5;;;42;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;43
2000;1;21.862;70.967;3271;355;425;0.5;280;37;1.5;1;1;1;2;LANGE       ;MOLVA MOLVA;1;1.25;1;1;E;1.25;1;3; ;69;69;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
2000;1;21.862;70.967;3271;355;425;0.5;280;37;1.5;1;1;1;2;LUSUER      ;SEBASTES VIVIPARUS;1;9.64;68;1;E;9.64;68;3; ;13;29;;3;25;34;6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;68
2000;1;21.862;70.967;3271;355;425;0.5;280;37;1.5;1;1;1;2;SEI         ;POLLACHIUS VIRENS;1;4.16;2;1;E;4.16;2;3; ;59;66;;;;;;;;;;;1;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2
2000;1;21.862;70.967;3271;355;425;0.5;280;37;1.5;1;1;1;2;SILD'G03    ;CLUPEA HARENGUS HARENGUS;1;0.025;1;1;E;0.025;1;2; ;17;17;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
2000;1;21.862;70.967;3271;355;425;0.5;280;37;1.5;1;1;1;2;TORSK       ;GADUS MORHUA;1;62.32;28;1;E;62.32;28;3; ;11;102;;3;2;;;1;1;;1;1;2;4;6;3;1;1;1;;;1;;;;;;;;;;;;;;;;;;;;;;28
2000;1;21.862;70.967;3271;355;425;0.5;280;37;1.5;1;1;1;2;VANLIG UER  ;SEBASTES NORVEGICUS;1;7.58;11;1;E;7.58;11;3; ;29;50;;;;;1;4;2;3;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;11
2000;1;21.862;70.967;3271;355;425;0.5;280;37;1.5;1;1;1;2;KLOSKATE    ;AMBLYRAJA RADIATA;1;3.28;8;-1; ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2000;1;21.862;70.967;3271;355;425;0.5;280;37;1.5;1;1;1;2;KROKULKE    ;ARTEDIELLUS ATLANTICUS;1;0.055;13;-1; ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2000;1;21.862;70.967;3271;355;425;0.5;280;37;1.5;1;1;1;2;PADDEULKE   ;COTTUNCULUS MICROPS;1;0.015;1;-1; ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2000;1;21.862;70.967;3271;355;425;0.5;280;37;1.5;1;1;1;2;REKER       ;DENDROBRANCHIATA;1;0.8;-1;-1; ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2000;1;21.862;70.967;3271;355;425;0.5;280;37;1.5;1;1;1;2;RUNDSKATE   ;RAJELLA FYLLAE;1;2.9;7;-1; ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2000;1;21.862;70.967;3271;355;425;0.5;280;37;1.5;1;1;1;2;SPITSBERGENÅ;GYMNELUS RETRODORSALIS;1;0.01;1;-1; ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2000;1;21.862;70.967;3271;355;425;0.5;280;37;1.5;1;1;1;2;UERSLEKTEN  ;SEBASTES;1;0.001;1;-1; ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2000;1;21.862;70.967;3271;355;425;0.5;280;37;1.5;1;1;1;2;ØYEPÅL      ;TRISOPTERUS ESMARKII;1;0.55;17;1;E;0.55;17;3; ;10;23;;7;8;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;17
2000;1;22.898;71.037;3271;639;709;0.5;229;43;1.5;1;1;1;2;BROSME      ;BROSME BROSME;1;0.94;2;1;E;0.94;2;3; ;18;45;;;1;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2
2000;1;22.898;71.037;3271;639;709;0.5;229;43;1.5;1;1;1;2;GAPEFLYNDRE ;HIPPOGLOSSOIDES PLATESSOIDES;1;8.74;39;1;E;8.74;39;3; ;8;43;1;9;4;5;6;3;7;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;39
2000;1;22.898;71.037;3271;639;709;0.5;229;43;1.5;1;1;1;2;GRÅSTEINBIT ;ANARHICHAS LUPUS;1;6.13;6;1;E;6.13;6;3; ;18;71;;;1;;1;1;;;;1;;1;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;6
2000;1;22.898;71.037;3271;639;709;0.5;229;43;1.5;1;1;1;2;HYSE        ;MELANOGRAMMUS AEGLEFINUS;1;29;152;1;E;29;152;3; ;12;58;;26;78;22;2;2;6;1;8;5;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;152
2000;1;22.898;71.037;3271;639;709;0.5;229;43;1.5;1;1;1;2;KOLMULE     ;MICROMESISTIUS POUTASSOU;1;5;238;1;E;0.86;41;2; ;14.5;18;;1;40;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;41
2000;1;22.898;71.037;3271;639;709;0.5;229;43;1.5;1;1;1;2;LOMRE       ;MICROSTOMUS KITT;1;0.26;1;1;E;0.26;1;3; ;28;28;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
2000;1;22.898;71.037;3271;639;709;0.5;229;43;1.5;1;1;1;2;LUSUER      ;SEBASTES VIVIPARUS;1;2.53;32;1;E;2.53;32;3; ;9;22;1;9;14;8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;32
2000;1;22.898;71.037;3271;639;709;0.5;229;43;1.5;1;1;1;2;SEI         ;POLLACHIUS VIRENS;1;7.46;4;1;E;7.46;4;3; ;56;63;;;;;;;;;;;1;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4
2000;1;22.898;71.037;3271;639;709;0.5;229;43;1.5;1;1;1;2;SILD'G03    ;CLUPEA HARENGUS HARENGUS;1;0.064;1;1;E;0.064;1;2; ;22.5;22.5;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
2000;1;22.898;71.037;3271;639;709;0.5;229;43;1.5;1;1;1;2;SMØRFLYNDRE ;GLYPTOCEPHALUS CYNOGLOSSUS;1;1.09;1;1;E;1.09;1;3; ;50;50;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
2000;1;22.898;71.037;3271;639;709;0.5;229;43;1.5;1;1;1;2;SNABELUER   ;SEBASTES MENTELLA;1;0.82;3;1;E;0.82;3;3; ;12;35;;1;;;;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3
