aar;mnd;lengde;bredde;redskap;starttid;stopptid;taueT;bunndyp;opening;dist;tilstand;kvalitet;delnr;akode;art;latin;maal_fangst;fangstKvant;fangstAnt;maal_lprov;lengdemaal;lengdeProveKv;lengdeProveAnt;interv;kjonn;Min;Max;L000_009;L010_014;L015_019;L020_024;L025_029;L030_034;L035_039;L040_044;L045_049;L050_054;L055_059;L060_064;L065_069;L070_074;L075_079;L080_084;L085_089;L090_094;L095_099;L100_104;L105_109;L110_114;L115_119;L120_124;L125_129;L130_134;L135_139;L140_144;L145_149;L150_154;L155_159;L160_164;L165_169;L170_174;L175_179;L180_184;L185_189;L190_194;L195_199;L200_999;L1000_9999;Sum
2010;1;8.913;58.31;3271;1847;1917;0.5;312;46;1.4;1;1;1;2;DYPVANNSREKE;PANDALUS BOREALIS;1;11.457;1653;1;C;1.005;145;7;6;1.2;2.82;145;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;145
2010;1;8.913;58.31;3271;1847;1917;0.5;312;46;1.4;1;1;1;2;GAPEFLYNDRE ;HIPPOGLOSSOIDES PLATESSOIDES;1;0.045;3;1;E;0.045;3;3; ;12;14;;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3
2010;1;8.913;58.31;3271;1847;1917;0.5;312;46;1.4;1;1;1;2;HAVMUS      ;CHIMAERA MONSTROSA;1;0.73;7;1;H;0.73;7;3; ;10;29;;1;1;3;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7
2010;1;8.913;58.31;3271;1847;1917;0.5;312;46;1.4;1;1;1;2;HAVÅLEBROSME;LYCENCHELYS MURAENA;1;0.005;1;1;E;0.005;1;3; ;16;16;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
2010;1;8.913;58.31;3271;1847;1917;0.5;312;46;1.4;1;1;1;2;HVITTING    ;MERLANGIUS MERLANGUS;1;0.23;1;1;E;0.23;1;3; ;32;32;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
2010;1;8.913;58.31;3271;1847;1917;0.5;312;46;1.4;1;1;1;2;KLOSKATE    ;AMBLYRAJA RADIATA;1;6.78;5;1;E;6.78;5;3; ;53;62;;;;;;;;;;1;3;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5
2010;1;8.913;58.31;3271;1847;1917;0.5;312;46;1.4;1;1;1;2;KOLMULE     ;MICROMESISTIUS POUTASSOU;1;0.385;1;1;E;0.385;1;2; ;42;42;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
2010;1;8.913;58.31;3271;1847;1917;0.5;312;46;1.4;1;1;1;2;LAKSESILD   ;MAUROLICUS MUELLERI;1;0.26;98;1;J;0.08;30;3; ;5;7;30;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;30
2010;1;8.913;58.31;3271;1847;1917;0.5;312;46;1.4;1;1;1;2;SEI         ;POLLACHIUS VIRENS;1;8.24;4;1;E;8.24;4;3; ;58;60;;;;;;;;;;;2;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4
2010;1;8.913;58.31;3271;1847;1917;0.5;312;46;1.4;1;1;1;2;SMØRFLYNDRE ;GLYPTOCEPHALUS CYNOGLOSSUS;1;4.28;18;1;E;4.28;18;3; ;12;44;;3;;2;1;4;5;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;18
