aar;mnd;lengde;bredde;redskap;starttid;stopptid;taueT;bunndyp;opening;dist;tilstand;kvalitet;delnr;akode;art;latin;maal_fangst;fangstKvant;fangstAnt;maal_lprov;lengdemaal;lengdeProveKv;lengdeProveAnt;interv;kjonn;Min;Max;L000_009;L010_014;L015_019;L020_024;L025_029;L030_034;L035_039;L040_044;L045_049;L050_054;L055_059;L060_064;L065_069;L070_074;L075_079;L080_084;L085_089;L090_094;L095_099;L100_104;L105_109;L110_114;L115_119;L120_124;L125_129;L130_134;L135_139;L140_144;L145_149;L150_154;L155_159;L160_164;L165_169;L170_174;L175_179;L180_184;L185_189;L190_194;L195_199;L200_999;L1000_9999;Sum
2005;1;3.135;60.323;3120;512;542;0.5;135;40;1.8;1;1;1;2;BREIFLABB   ;LOPHIUS PISCATORIUS;1;17.96;7;1;E;17.96;7;3; ;40;63;;;;;;;;1;;1;3;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7
2005;1;3.135;60.323;3120;512;542;0.5;135;40;1.8;1;1;1;2;FLEKKET FLØY;CALLIONYMUS MACULATUS;1;0.005;1;1;E;0.005;1;3; ;10;10;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
2005;1;3.135;60.323;3120;512;542;0.5;135;40;1.8;1;1;1;2;GAPEFLYNDRE ;HIPPOGLOSSOIDES PLATESSOIDES;1;2.75;135;1;E;0.915;45;3; ;10;20;;31;12;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;45
2005;1;3.135;60.323;3120;512;542;0.5;135;40;1.8;1;1;1;2;GLASSVAR    ;LEPIDORHOMBUS WHIFFIAGONIS;1;0.04;1;1;E;0.04;1;3; ;17;17;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
2005;1;3.135;60.323;3120;512;542;0.5;135;40;1.8;1;1;1;2;HESTMAKRELL ;TRACHURUS TRACHURUS;1;0.26;1;1;F;0.26;1;3; ;32;32;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
2005;1;3.135;60.323;3120;512;542;0.5;135;40;1.8;1;1;1;2;HVITTING    ;MERLANGIUS MERLANGUS;1;9.4;48;1;E;3.12;16;3; ;18;31;;;1;;7;8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;16
2005;1;3.135;60.323;3120;512;542;0.5;135;40;1.8;1;1;1;2;HYSE        ;MELANOGRAMMUS AEGLEFINUS;1;57.3;177;1;E;19.1;59;3; ;17;57;;;9;13;6;12;13;4;1;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;59
2005;1;3.135;60.323;3120;512;542;0.5;135;40;1.8;1;1;1;2;KLOSKATE    ;AMBLYRAJA RADIATA;1;3.295;8;1;E;3.295;8;3; ;31;40;;;;;;2;3;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;8
2005;1;3.135;60.323;3120;512;542;0.5;135;40;1.8;1;1;1;2;KNURR       ;EUTRIGLA GURNARDUS;1;1.315;15;1;E;1.315;15;3; ;16;29;;;2;10;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;15
2005;1;3.135;60.323;3120;512;542;0.5;135;40;1.8;1;1;1;3;LOLIGO      ;LOLIGO      ;1;2.88;82;1;B;1.44;41;3; ;4;12;33;8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;41
