aar;mnd;lengde;bredde;redskap;starttid;stopptid;taueT;bunndyp;opening;dist;tilstand;kvalitet;delnr;akode;art;latin;maal_fangst;fangstKvant;fangstAnt;maal_lprov;lengdemaal;lengdeProveKv;lengdeProveAnt;interv;kjonn;Min;Max;L000_009;L010_014;L015_019;L020_024;L025_029;L030_034;L035_039;L040_044;L045_049;L050_054;L055_059;L060_064;L065_069;L070_074;L075_079;L080_084;L085_089;L090_094;L095_099;L100_104;L105_109;L110_114;L115_119;L120_124;L125_129;L130_134;L135_139;L140_144;L145_149;L150_154;L155_159;L160_164;L165_169;L170_174;L175_179;L180_184;L185_189;L190_194;L195_199;L200_999;L1000_9999;Sum
1997;2;26.278;71.35;3271;1753;1823;0.5;264;48;1.5;1;2;1;2;FIRETRÅDET T;ENCHELYOPUS CIMBRIUS;1;0.03;1;1;E;0.03;1;3; ;19;19;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
1997;2;26.278;71.35;3271;1753;1823;0.5;264;48;1.5;1;2;1;2;GAPEFLYNDRE ;HIPPOGLOSSOIDES PLATESSOIDES;1;0.915;4;1;E;0.915;4;3; ;8;40;1;;1;;1;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4
1997;2;26.278;71.35;3271;1753;1823;0.5;264;48;1.5;1;2;1;2;HYSE        ;MELANOGRAMMUS AEGLEFINUS;1;124.97;187;1;E;124.97;187;3; ;12;61;;21;61;3;2;2;3;10;34;41;9;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;187
1997;2;26.278;71.35;3271;1753;1823;0.5;264;48;1.5;1;2;1;2;KOLMULE     ;MICROMESISTIUS POUTASSOU;1;0.48;25;1;E;0.48;25;2; ;13.5;16.5;;16;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;25
1997;2;26.278;71.35;3271;1753;1823;0.5;264;48;1.5;1;2;1;2;ROGNKJEKS   ;CYCLOPTERUS LUMPUS;1;2.46;1;1;E;2.46;1;3; ;36;36;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
1997;2;26.278;71.35;3271;1753;1823;0.5;264;48;1.5;1;2;1;2;STRØMSILD   ;ARGENTINA SPHYRAENA;1;0.01;1;1;E;0.01;1;3; ;13;13;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
1997;2;26.278;71.35;3271;1753;1823;0.5;264;48;1.5;1;2;1;2;TORSK       ;GADUS MORHUA;1;41.975;45;1;E;41.975;45;3; ;8;82;4;12;2;3;1;2;;;1;6;6;1;4;2;;1;;;;;;;;;;;;;;;;;;;;;;;;;;45
1997;2;26.278;71.35;3271;1753;1823;0.5;264;48;1.5;1;2;1;2;VANLIG UER  ;SEBASTES NORVEGICUS;1;2.46;7;1;E;2.46;7;3; ;10;45;;1;1;1;;;1;2;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7
1997;2;26.278;71.35;3271;1753;1823;0.5;264;48;1.5;1;2;1;2;VANLIG ÅLEBR;LYCODES GRACILIS;1;0.11;8;1;E;0.11;8;3; ;11;18;;5;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;8
1997;2;26.278;71.35;3271;1753;1823;0.5;264;48;1.5;1;2;1;2;DYPVANNSREKE;PANDALUS BOREALIS;1;4.3;-1;-1; ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
