aar;mnd;lengde;bredde;redskap;starttid;stopptid;taueT;bunndyp;opening;dist;tilstand;kvalitet;delnr;akode;art;latin;maal_fangst;fangstKvant;fangstAnt;maal_lprov;lengdemaal;lengdeProveKv;lengdeProveAnt;interv;kjonn;Min;Max;L000_009;L010_014;L015_019;L020_024;L025_029;L030_034;L035_039;L040_044;L045_049;L050_054;L055_059;L060_064;L065_069;L070_074;L075_079;L080_084;L085_089;L090_094;L095_099;L100_104;L105_109;L110_114;L115_119;L120_124;L125_129;L130_134;L135_139;L140_144;L145_149;L150_154;L155_159;L160_164;L165_169;L170_174;L175_179;L180_184;L185_189;L190_194;L195_199;L200_999;L1000_9999;Sum
1998;2;28.677;71.215;3271;840;910;0.5;380;46;1.5;1;2;1;2;BROSME      ;BROSME BROSME;1;7.66;5;1;E;7.66;5;3; ;41;54;;;;;;;;1;2;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5
1998;2;28.677;71.215;3271;840;910;0.5;380;46;1.5;1;2;1;2;GAPEFLYNDRE ;HIPPOGLOSSOIDES PLATESSOIDES;1;8.38;22;1;E;8.38;22;3; ;16;42;;;1;3;5;7;3;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;22
1998;2;28.677;71.215;3271;840;910;0.5;380;46;1.5;1;2;1;2;GRÅSTEINBIT ;ANARHICHAS LUPUS;1;0.055;1;1;E;0.055;1;3; ;20;20;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
1998;2;28.677;71.215;3271;840;910;0.5;380;46;1.5;1;2;1;2;HYSE        ;MELANOGRAMMUS AEGLEFINUS;1;37.2;36;1;E;37.2;36;3; ;22;62;;;;2;3;4;3;4;6;7;4;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;36
1998;2;28.677;71.215;3271;840;910;0.5;380;46;1.5;1;2;2;2;HYSE        ;MELANOGRAMMUS AEGLEFINUS;1;5.14;137;1;E;1.955;52;3; ;12;29;;32;14;5;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;52
1998;2;28.677;71.215;3271;840;910;0.5;380;46;1.5;1;2;1;2;KOLMULE     ;MICROMESISTIUS POUTASSOU;1;0.25;7;1;E;0.25;7;2; ;13.5;23;;2;3;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7
1998;2;28.677;71.215;3271;840;910;0.5;380;46;1.5;1;2;1;2;ROGNKJEKS   ;CYCLOPTERUS LUMPUS;1;5.18;2;1;E;5.18;2;3; ;33;35;;;;;;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2
1998;2;28.677;71.215;3271;840;910;0.5;380;46;1.5;1;2;1;2;SILD'G03    ;CLUPEA HARENGUS HARENGUS;1;0.2;3;1;E;0.2;3;2; ;15;27.5;;;2;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3
1998;2;28.677;71.215;3271;840;910;0.5;380;46;1.5;1;2;1;2;SNABELUER   ;SEBASTES MENTELLA;1;0.4;1;1;E;0.4;1;3; ;32;32;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
1998;2;28.677;71.215;3271;840;910;0.5;380;46;1.5;1;2;1;2;TORSK       ;GADUS MORHUA;1;211.42;91;1;E;211.42;91;3; ;27;110;;;;;4;4;5;4;11;7;7;15;10;7;9;4;1;;1;1;;1;;;;;;;;;;;;;;;;;;;;91
